Resting_trials.thisRepN,Resting_trials.thisTrialN,Resting_trials.thisN,Resting_trials.thisIndex,Anweisung,Instruction_trials,sound_instruct.started,sound_instruct.stopped,text_instruct.started,text_instruct.stopped,key_resp_instruct.keys,key_resp_instruct.rt,key_resp_instruct.started,key_resp_instruct.stopped,sound_start_recording.started,sound_start_recording.stopped,participant,language,parellel port,date,expName,psychopyVersion,frameRate,
,,,,,,24.04422441280913,None,24.10115300002508,None,space,0.7261525000212714,64.04302650003228,None,,,1,English,03F8,2022-05-20_15h36.06.432,Resting_EEG,2022.1.3,442.4915834781306,
,,,,,,,,,,,,,,64.77977111998479,None,,,,,,,,
