Resting_trials.thisRepN,Resting_trials.thisTrialN,Resting_trials.thisN,Resting_trials.thisIndex,Anweisung,Instruction_trials,sound_instruct.started,sound_instruct.stopped,text_instruct.started,text_instruct.stopped,key_resp_instruct.keys,key_resp_instruct.rt,key_resp_instruct.started,key_resp_instruct.stopped,sound_start_recording.started,sound_start_recording.stopped,participant,language,parellel port,date,expName,psychopyVersion,frameRate,
,,,,,,15.013901662325953,None,15.019987000036053,62.02198080008384,space,0.03291939990594983,62.0162342999829,None,,,1,English,03F8,2022-05-20_14h33.36.439,Resting_EEG,2022.1.3,542.5641563787918,
,,,,,,,,,,,,,,62.06123839999782,None,,,,,,,,
