Resting_trials.thisRepN,Resting_trials.thisTrialN,Resting_trials.thisN,Resting_trials.thisIndex,Anweisung,Instruction_trials,sound_instruct.started,sound_instruct.stopped,text_instruct.started,text_instruct.stopped,key_resp_instruct.keys,key_resp_instruct.rt,key_resp_instruct.started,key_resp_instruct.stopped,sound_start_recording.started,sound_start_recording.stopped,participant,language,parellel port,date,expName,psychopyVersion,frameRate,
,,,,,,16.141035071690567,None,16.14539489999879,None,space,3.5656986999092624,51.138640200020745,None,,,1,English,03F8,2022-05-20_15h39.52.884,Resting_EEG,2022.1.3,449.56347404928994,
,,,,,,,,,,,,,,54.719902559998445,None,,,,,,,,
