sound_instruct.started,sound_instruct.stopped,text_instruct.started,text_instruct.stopped,key_resp_instruct.keys,key_resp_instruct.rt,key_resp_instruct.started,key_resp_instruct.stopped,sound_start_recording.started,sound_start_recording.stopped,participant,condition,language,parellel port,date,expName,psychopyVersion,frameRate,
14.593573073577135,None,14.597291800077073,61.599310900084674,space,15.175310999969952,61.59222970006522,None,,,1,1,English,03F8,2022-05-20_13h46.40.401,Ruhe_EEG,2022.1.3,562.6512143694066,
,,,,,,,,76.77533886001912,None,,,,,,,,,
